
우리나라기후평년값
[검색조건]
검색구분 : 일별평년값
, 지점명 : 전체
, 기간 : 1991~2020년 01월 01일~01월 31일
지점명,지점번호,일시,평균기온(°C),최고기온(°C),최저기온(°C),강수량(mm),습도(%),일조시간(hr),전운량(1/10),소형증발량(mm),현지기압(hPa),해면기압(hPa),평균풍속(m/sec)
서산,129,01-18,      -1.3,       3.7,      -5.8,       0.8,      71.0,       5.0,,,    1022.3,    1025.5,       2.1
울진,130,01-18,       1.5,       6.6,      -2.7,       2.6,      54.5,       6.0,,,    1016.0,    1022.3,       3.5
청주,131,01-18,      -1.2,       3.6,      -5.3,       0.7,      64.0,       5.1,       4.8,       1.0,    1018.0,    1025.4,       1.5
대전,133,01-18,      -0.7,       4.3,      -5.0,       0.9,      65.4,       5.1,       4.7,       1.1,    1016.4,    1025.3,       1.4
추풍령,135,01-18,      -1.5,       3.2,      -5.9,       0.9,      61.2,       5.3,,,     993.9,    1024.8,       3.4
안동,136,01-18,      -1.6,       4.3,      -7.0,       0.5,      62.2,       5.9,       3.9,       1.4,    1006.6,    1024.6,       1.6
상주,137,01-18,      -0.1,       4.7,      -4.3,       0.8,      60.2,       5.1,,,    1012.2,    1024.6,       2.0
포항,138,01-18,       2.5,       6.9,      -1.2,       1.7,      51.6,       5.6,       3.8,       2.1,    1022.8,    1023.3,       2.6
군산,140,01-18,       0.2,       4.2,      -3.5,       1.1,      70.9,       5.1,,,    1022.0,    1025.4,       2.9
울산,152,01-18,       2.7,       7.6,      -1.5,       1.6,      51.1,       5.8,       3.8,,    1017.9,    1022.9,       2.2
창원,155,01-18,       2.9,       7.2,      -0.8,       1.0,      48.5,       5.8,       3.6,,    1020.4,    1023.2,       2.1
광주,156,01-18,       1.3,       5.9,      -2.5,       1.0,      64.6,       5.1,       5.1,,    1015.8,    1025.0,       1.8
부산,159,01-18,       3.8,       8.3,       0.2,       1.3,      49.2,       6.2,       3.7,       2.0,    1014.0,    1022.7,       3.5
통영,162,01-18,       3.3,       8.0,      -0.6,       0.8,      54.8,       6.1,,,    1019.6,    1023.6,       2.6
목포,165,01-18,       1.8,       6.0,      -1.4,       1.0,      71.1,       4.6,       5.7,       1.3,    1019.8,    1025.1,       4.2
여수,168,01-18,       3.0,       6.7,       0.0,       0.6,      53.2,       6.0,       3.9,       2.4,    1015.3,    1023.7,       4.8
흑산도,169,01-18,       3.6,       5.7,       1.8,       0.8,      69.7,       3.2,       6.6,,    1015.1,    1024.9,       6.5
완도,170,01-18,       2.8,       6.5,      -0.3,       1.2,      65.2,       4.7,,,    1020.7,    1024.5,       4.1
고창,172,01-18,       0.1,       4.8,      -4.2,       0.9,      79.4,       4.5,,,    1018.8,    1025.4,       2.8
제주,184,01-18,       6.1,       8.5,       3.8,       2.2,      64.9,       2.0,       7.4,       1.5,    1022.0,    1024.7,       4.0
고산,185,01-18,       6.1,       8.3,       3.9,       1.6,      67.6,       2.8,,,    1014.8,    1023.7,       9.5
성산,188,01-18,       5.6,       9.0,       2.4,       2.9,      67.8,       4.0,,,    1021.7,    1024.0,       3.5
서귀포,189,01-18,       7.3,      10.7,       4.3,       2.3,      64.1,       4.7,       6.0,       1.9,    1016.7,    1023.0,       2.4
진주,192,01-18,       0.6,       7.5,      -5.3,       0.9,      58.7,       6.0,,,    1020.5,    1023.8,       1.3
강화,201,01-18,      -2.9,       2.1,      -7.8,       0.4,      64.5,       5.6,,,    1019.7,    1025.8,       1.5
양평,202,01-18,      -3.0,       2.7,      -8.1,       0.5,      68.5,       5.2,,,    1019.5,    1025.7,       1.2
이천,203,01-18,      -2.8,       3.1,      -8.0,       0.5,      64.7,       5.2,,,    1015.4,    1025.2,       1.1
인제,211,01-18,      -4.5,       1.8,     -10.2,       0.6,      68.1,       4.7,,,     999.6,    1025.2,       1.5
홍천,212,01-18,      -4.4,       2.3,     -10.0,       0.4,      67.7,       4.9,,,    1007.5,    1025.7,       0.8
태백,216,01-18,      -4.4,       1.0,      -9.5,       0.9,      62.8,       5.3,,,     935.6,    1023.5,       1.5
정선군,217,01-18,      -3.5,       2.2,      -8.5,       0.2,      62.0,       4.5,,,     985.7,    1024.6,       1.8
제천,221,01-18,      -4.5,       2.1,     -10.5,       0.7,      69.7,       5.3,,,     992.2,    1025.5,       1.3
보은,226,01-18,      -2.6,       3.5,      -8.1,       0.7,      67.8,       5.1,,,    1002.8,    1024.9,       1.4
천안,232,01-18,      -2.0,       3.4,      -7.0,       0.6,      69.9,       5.3,,,    1021.3,    1025.4,       1.6
보령,235,01-18,       0.0,       4.5,      -4.1,       0.8,      69.5,       5.0,,,    1023.1,    1025.4,       1.7
부여,236,01-18,      -1.1,       4.7,      -6.2,       0.8,      70.7,       5.2,,,    1023.9,    1025.6,       1.0
금산,238,01-18,      -2.1,       4.3,      -7.5,       0.9,      69.7,       5.3,,,    1003.8,    1025.6,       1.1
부안,243,01-18,       0.0,       4.8,      -4.3,       1.1,      74.3,       4.7,,,    1024.4,    1025.6,       1.4
임실,244,01-18,      -2.3,       4.1,      -7.9,       1.0,      73.5,       4.9,,,     994.4,    1025.7,       1.1
정읍,245,01-18,      -0.1,       4.6,      -4.2,       1.2,      73.5,       4.3,,,    1019.6,    1025.4,       1.0
남원,247,01-18,      -1.0,       5.3,      -6.3,       1.0,      69.7,       5.1,,,    1012.5,    1025.4,       1.3
장수,248,01-18,      -2.8,       3.4,      -8.5,       1.1,      72.4,       4.8,,,     974.4,    1025.5,       1.7
영광군,252,01-18,      -0.1,       4.8,      -4.6,       0.9,      71.0,       4.8,,,    1021.1,    1025.9,       2.3
김해시,253,01-18,       3.0,       8.3,      -1.4,       1.0,      49.4,       6.2,,,    1016.6,    1024.0,       2.4
순창군,254,01-18,      -0.8,       5.2,      -6.1,       1.1,      72.2,       5.0,,,    1009.4,    1025.5,       1.6
양산시,257,01-18,       2.9,       8.3,      -2.1,       1.2,      53.1,       6.0,,,    1022.6,    1024.4,       2.1
강진군,259,01-18,       1.6,       6.7,      -3.0,       0.9,      66.6,       5.5,,,    1023.8,    1025.4,       2.6
장흥,260,01-18,       1.1,       6.6,      -3.9,       0.9,      66.9,       5.1,,,    1019.2,    1024.7,       2.3
해남,261,01-18,       1.4,       6.5,      -3.3,       1.1,      70.0,       5.0,,,    1022.9,    1025.1,       2.1
고흥,262,01-18,       1.8,       7.2,      -3.2,       0.8,      63.3,       5.2,,,    1017.9,    1024.4,       1.9
의령군,263,01-18,       0.0,       7.3,      -6.0,       0.6,      65.7,       5.8,,,    1021.8,    1023.6,       1.5
함양군,264,01-18,      -0.1,       5.9,      -5.4,       0.6,      66.0,       5.2,,,    1005.1,    1024.2,       1.8
진도군,268,01-18,       2.6,       6.5,      -1.4,       1.1,,,,,,,       2.5
봉화,271,01-18,      -3.8,       3.4,     -10.4,       0.6,      66.1,       5.6,,,     983.9,    1023.9,       1.3
영주,272,01-18,      -2.0,       3.2,      -7.2,       0.5,      61.4,       5.6,,,     997.7,    1024.2,       3.3
문경,273,01-18,      -1.4,       3.6,      -6.1,       0.6,      58.2,       5.2,,,    1002.8,    1024.5,       2.2
청송군,276,01-18,      -2.5,       4.1,      -8.5,       0.3,      62.8,       5.4,,,     997.7,    1023.9,       1.6
영덕,277,01-18,       1.3,       6.0,      -2.8,       1.5,      55.2,       5.8,,,    1018.1,    1023.6,       3.1
의성,278,01-18,      -2.7,       5.2,      -9.3,       0.5,      65.8,       5.4,,,    1014.5,    1024.6,       1.1
구미,279,01-18,      -0.3,       5.1,      -5.3,       0.6,      60.4,       5.0,,,    1018.7,    1024.6,       1.7
영천,281,01-18,      -0.3,       5.7,      -6.0,       0.8,      58.6,       5.1,,,    1012.3,    1024.1,       2.1
경주시,283,01-18,       0.7,       6.3,      -4.3,       1.1,      56.9,       5.6,,,    1018.4,    1023.2,       2.9
경주시,283,01-18,       0.7,       6.3,      -4.3,       1.1,      56.9,       5.6,,,    1018.4,    1023.2,       2.9
거창,284,01-18,      -1.1,       5.7,      -7.2,       0.8,      63.7,       5.8,,,     996.4,    1024.6,       1.2
합천,285,01-18,       0.1,       7.1,      -5.6,       0.6,      61.3,       5.6,,,    1020.4,    1024.6,       1.1
밀양,288,01-18,       0.8,       7.6,      -5.0,       0.8,      60.8,       5.7,,,    1022.5,    1024.0,       1.2
산청,289,01-18,       0.6,       6.4,      -4.5,       0.8,      56.5,       5.2,,,    1007.2,    1024.8,       2.0
거제,294,01-18,       2.8,       7.3,      -1.3,       1.3,      56.0,       5.2,,,    1018.2,    1023.1,       1.6
남해,295,01-18,       2.4,       7.0,      -1.9,       0.9,      56.9,       5.9,,,    1018.6,    1024.4,       1.7
강남,400,01-18,      -0.4,       3.3,      -3.7,       0.5,,,,,,,       1.6
서초,401,01-18,      -0.3,       3.6,      -3.6,       0.5,,,,,,,       1.4
강동,402,01-18,      -1.4,       3.2,      -5.4,       0.6,,,,,,,       1.2
송파,403,01-18,       0.0,       3.8,      -3.5,       0.5,,,,,,,       1.6
강서,404,01-18,      -1.2,       3.0,      -4.6,       0.5,,,,,,,       1.4
양천,405,01-18,      -0.4,       3.4,      -3.8,       0.5,,,,,,,       1.4
도봉,406,01-18,      -1.9,       3.0,      -6.3,       0.5,,,,,,,       1.0
노원,407,01-18,      -2.3,       3.1,      -7.5,       0.5,,,,,,,       1.4
동대문,408,01-18,      -0.2,       3.6,      -3.7,       0.5,,,,,,,       1.6
중랑,409,01-18,      -0.6,       3.2,      -4.2,       0.5,,,,,,,       1.8
기상청,410,01-18,      -0.3,       3.4,      -3.7,       0.5,,,,,,,       1.4
마포,411,01-18,      -0.5,       3.3,      -3.9,       0.4,,,,,,,       2.1
서대문,412,01-18,      -1.5,       3.0,      -5.3,       0.5,,,,,,,       1.6
광진,413,01-18,      -0.4,       3.4,      -4.0,       0.4,,,,,,,       1.7
성북,414,01-18,      -1.5,       2.5,      -5.0,       0.5,,,,,,,       1.3
용산,415,01-18,      -0.6,       3.2,      -3.8,       0.5,,,,,,,       1.4
은평,416,01-18,      -2.0,       2.9,      -6.1,       0.4,,,,,,,       1.5
금천,417,01-18,       0.1,       3.5,      -3.2,       0.5,,,,,,,       1.5
중구,419,01-18,      -2.4,       1.6,      -5.5,       0.4,,,,,,,       2.4
성동,421,01-18,       0.2,       3.6,      -3.1,       0.4,,,,,,,       2.0
구로,423,01-18,      -0.9,       3.3,      -4.7,       0.5,,,,,,,       1.6
강북,424,01-18,      -0.2,       3.6,      -3.8,       0.7,,,,,,,       1.5
남현,425,01-18,      -1.7,       2.3,      -5.6,       0.4,,,,,,,       1.3
부천,433,01-18,      -0.5,       3.5,      -3.9,       0.5,,,,,,,       1.0
안양,434,01-18,      -0.6,       3.1,      -3.9,       0.4,,,,,,,       2.1
광명,437,01-18,      -0.3,       3.3,      -3.4,       0.3,,,,,,,       1.7
군포,438,01-18,      -0.3,       3.6,      -3.6,       0.4,,,,,,,       1.2
김포,441,01-18,      -2.6,       2.3,      -6.7,       0.3,,,,,,,       1.2
하남,444,01-18,      -1.7,       3.1,      -5.9,       0.4,,,,,,,       0.7
의왕,445,01-18,      -1.8,       2.8,      -6.0,       0.4,,,,,,,       0.9
포천,504,01-18,      -3.9,       2.5,      -9.2,       0.4,,,,,,,       1.1
가평조종,505,01-18,      -4.7,       1.7,     -10.2,       0.6,,,,,,,       1.0
영등포,510,01-18,      -0.6,       3.5,      -3.6,       0.5,,,,,,,       1.5
인천연수,512,01-18,      -0.8,       3.5,      -4.8,       0.4,,,,,,,       1.5
안성,516,01-18,      -1.9,       3.5,      -6.2,       0.8,,,,,,,       1.1
간성,517,01-18,      -0.5,       4.3,      -4.6,       2.3,,,,,,,       2.0
평창,526,01-18,      -4.2,       2.4,      -9.4,       0.5,,,,,,,       1.0
의정부,532,01-18,      -2.9,       2.6,      -7.6,       0.5,,,,,,,       0.9
횡성,536,01-18,      -3.9,       3.1,      -9.1,       0.5,,,,,,,       0.9
고양,540,01-18,      -2.9,       3.1,      -7.8,       0.3,,,,,,,       1.2
남양주,541,01-18,      -3.0,       3.4,      -8.5,       0.5,,,,,,,       1.0
안산,545,01-18,      -2.5,       3.1,      -8.1,       0.5,,,,,,,       1.5
경기광주,546,01-18,      -2.7,       2.9,      -7.1,       0.5,,,,,,,       1.5
여주,548,01-18,      -3.0,       2.8,      -7.7,       0.8,,,,,,,       1.2
용인,549,01-18,      -2.4,       3.3,      -7.5,       0.6,,,,,,,       1.1
오산,550,01-18,      -1.8,       3.4,      -6.3,       0.6,,,,,,,       1.1
평택,551,01-18,      -1.4,       3.5,      -5.7,       0.8,,,,,,,       1.6
화천,555,01-18,      -4.9,       2.5,     -10.2,       0.4,,,,,,,       1.0
양구,556,01-18,      -5.2,       2.2,     -10.8,       0.3,,,,,,,       0.8
시흥,565,01-18,      -1.2,       3.4,      -5.5,       0.5,,,,,,,       1.4
구리,569,01-18,      -1.6,       3.0,      -5.8,       0.4,,,,,,,       1.2
금곡,570,01-18,      -1.9,       3.1,      -6.2,       0.4,,,,,,,       1.2
화성,571,01-18,      -1.3,       3.2,      -5.4,       0.4,,,,,,,       1.2
성남,572,01-18,      -1.0,       3.4,      -5.1,       0.5,,,,,,,       1.2
과천,590,01-18,      -1.5,       3.6,      -6.0,       0.4,,,,,,,       1.5
진부령,595,01-18,      -4.7,      -0.5,      -8.8,       1.5,,,,,,,       3.2
양주,598,01-18,      -3.9,       2.5,      -9.6,       0.4,,,,,,,       0.9
단양,601,01-18,      -2.9,       2.7,      -7.3,       0.7,,,,,,,       0.7
진천,602,01-18,      -2.2,       3.7,      -7.0,       0.8,,,,,,,       1.1
괴산,603,01-18,      -2.9,       3.6,      -8.2,       0.7,,,,,,,       0.9
옥천,604,01-18,      -1.8,       4.2,      -6.7,       0.8,,,,,,,       1.0
홍북,608,01-18,      -1.4,       3.7,      -6.1,       1.0,,,,,,,       1.3
세종연서,611,01-18,      -2.3,       4.4,      -6.8,       0.9,,,,,,,       1.1
공주,612,01-18,      -1.5,       4.3,      -6.4,       0.7,,,,,,,       1.1
서천,614,01-18,      -0.6,       4.6,      -4.9,       1.0,,,,,,,       1.5
논산,615,01-18,      -1.1,       4.6,      -6.1,       1.0,,,,,,,       1.3
당진,616,01-18,      -1.6,       3.4,      -5.7,       0.6,,,,,,,       1.8
청양,618,01-18,      -2.1,       3.8,      -7.4,       0.8,,,,,,,       1.1
음성,619,01-18,      -3.4,       3.2,      -9.0,       0.7,,,,,,,       1.3
증평,623,01-18,      -2.6,       3.3,      -7.5,       0.7,,,,,,,       1.0
태안,627,01-18,       0.0,       3.9,      -3.5,       0.6,,,,,,,       1.8
예산,628,01-18,      -1.7,       3.4,      -5.8,       0.9,,,,,,,       1.6
아산,634,01-18,      -1.4,       3.1,      -5.7,       0.6,,,,,,,       1.5
계룡,636,01-18,      -2.1,       4.1,      -7.9,       0.8,,,,,,,       0.9
오월드,642,01-18,      -0.1,       4.7,      -4.2,       0.9,,,,,,,       1.0
세천,643,01-18,      -1.5,       4.1,      -6.4,       0.8,,,,,,,       0.9
장동,648,01-18,      -1.2,       4.4,      -5.9,       0.7,,,,,,,       0.8
부평,649,01-18,      -2.8,       2.7,      -7.8,       0.2,,,,,,,       0.7
연천청산,652,01-18,      -3.8,       2.5,      -9.3,       0.4,,,,,,,       0.8
양양,670,01-18,       0.9,       5.1,      -3.1,       1.3,,,,,,,       3.2
사북,674,01-18,      -5.3,      -1.1,      -9.3,       0.4,,,,,,,       3.1
무안,699,01-18,       1.3,       5.7,      -2.7,       1.2,,,,,,,       1.8
무주,701,01-18,      -1.8,       4.3,      -7.3,       0.5,,,,,,,       1.2
익산,702,01-18,       0.0,       5.3,      -4.6,       1.0,,,,,,,       1.4
진안,703,01-18,      -2.8,       3.7,      -8.0,       1.3,,,,,,,       1.4
담양,706,01-18,       0.3,       6.1,      -4.4,       1.0,,,,,,,       1.7
광산,708,01-18,       0.9,       6.3,      -3.7,       0.9,,,,,,,       1.8
구례,709,01-18,       0.3,       6.5,      -4.6,       0.9,,,,,,,       1.5
나주,710,01-18,       0.7,       6.4,      -3.9,       1.2,,,,,,,       1.4
순천시,712,01-18,       3.0,       7.7,      -0.6,       0.8,,,,,,,       2.5
광양읍,713,01-18,       2.2,       8.0,      -2.3,       0.9,,,,,,,       1.9
조선대,722,01-18,       1.9,       6.2,      -1.8,       0.8,,,,,,,       1.9
거문도,723,01-18,       5.1,       7.8,       3.2,       1.1,,,,,,,       5.5
추자도,724,01-18,       5.0,       7.5,       3.1,       1.2,,,,,,,       4.9
장성,730,01-18,      -0.1,       5.6,      -4.5,       1.1,,,,,,,       1.4
영암,731,01-18,       1.0,       6.2,      -3.2,       0.9,,,,,,,       1.8
보성,732,01-18,       0.2,       6.0,      -4.7,       1.1,,,,,,,       1.7
완주,734,01-18,      -0.5,       5.4,      -5.5,       1.2,,,,,,,       1.5
김제,737,01-18,       0.1,       4.8,      -3.8,       1.0,,,,,,,       2.0
화순,741,01-18,       0.4,       6.2,      -4.4,       1.1,,,,,,,       1.3
함평,754,01-18,       1.3,       6.4,      -3.0,       0.9,,,,,,,       1.6
곡성,768,01-18,      -0.2,       5.8,      -4.9,       0.9,,,,,,,       1.3
성판악,782,01-18,       0.0,       3.1,      -2.7,       4.8,,,,,,,       3.3
풍암,788,01-18,       1.4,       6.4,      -3.0,       0.6,,,,,,,       1.2
압해도,789,01-18,       2.0,       5.7,      -1.2,       0.8,,,,,,,       3.4
영양,801,01-18,      -2.1,       4.6,      -7.9,       0.7,,,,,,,       1.5
성주,810,01-18,      -0.5,       5.8,      -6.3,       0.6,,,,,,,       1.4
고령,812,01-18,      -0.6,       6.9,      -6.5,       0.7,,,,,,,       0.8
청도,813,01-18,      -0.6,       6.5,      -6.1,       0.9,,,,,,,       1.4
예천,815,01-18,      -1.9,       5.0,      -7.2,       0.6,,,,,,,       1.2
김천,822,01-18,      -0.8,       5.2,      -6.1,       0.7,,,,,,,       1.3
군위,823,01-18,      -2.2,       4.7,      -7.8,       0.4,,,,,,,       1.4
칠곡,825,01-18,       0.0,       5.8,      -5.2,       0.4,,,,,,,       2.0
경산,827,01-18,       0.9,       6.1,      -3.5,       0.7,,,,,,,       1.8
달성,828,01-18,       1.1,       7.1,      -3.4,       0.7,,,,,,,       1.8
대구서구,846,01-18,       1.5,       6.1,      -2.6,       0.7,,,,,,,       1.6
신암,860,01-18,       1.5,       6.2,      -2.7,       0.7,      52.5,       6.0,       3.9,,    1017.4,    1024.9,       2.3
완산,864,01-18,       0.2,       5.1,      -4.1,       1.0,      66.3,       4.7,       4.6,       0.9,    1018.6,    1025.5,       1.4
삼척,876,01-18,       1.8,       6.0,      -1.9,       2.2,,,,,,,       2.1
울기,901,01-18,       3.8,       8.0,       0.6,       1.9,,,,,,,       2.4
